,INCIDENT_ADDRESS,BOROUGH,COMMUNITY_BOARD,POLICE_PRECINCT,CITY_COUNCIL_DISTRICT,BBL,CREATED_DATE,STATUS,RESOLUTION_ACTION,CLOSED_DATE,X_COORDINATE,Y_COORDINATE
4290,855 HUNTS POINT AVENUE,BRONX,02 BRONX,Precinct 41,17.0,2027400018.0,07/22/2016,Open,Public Property (Non-City),,1015004.0,237364.0
4291,201 BEVERLY ROAD,BROOKLYN,12 BROOKLYN,Precinct 66,39.0,3053350092.0,04/05/2017,Open,Site downloaded for cleaning,,990324.0,173492.0
4292,670 49 STREET,BROOKLYN,07 BROOKLYN,Precinct 72,38.0,3007850035.0,03/24/2017,Open,Site downloaded for cleaning,,982555.0,173708.0
4293,23-75 23 STREET,QUEENS,01 QUEENS,Precinct 114,22.0,4008750012.0,02/22/2017,Open,Site downloaded for cleaning,,1006474.0,222192.0
4294,110-55 159 STREET,QUEENS,12 QUEENS,Precinct 113,28.0,4121630054.0,02/27/2017,Open,Site downloaded for cleaning,,1042327.0,191074.0
4295,633 50 STREET,BROOKLYN,07 BROOKLYN,Precinct 72,38.0,3007850062.0,01/05/2017,Open,Site downloaded for cleaning,,982231.0,173640.0
4296,5405 6 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38.0,3008250008.0,12/07/2016,Open,Site downloaded for cleaning,,981324.0,172967.0
4297,309 GRAND AVENUE,BROOKLYN,02 BROOKLYN,Precinct 88,35.0,3019660004.0,11/12/2016,Open,Site downloaded for cleaning,,994658.0,189483.0
4298,5707 4 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38.0,3008470006.0,10/21/2016,Open,Site downloaded for cleaning,,979600.0,173333.0
4299,8155 BAY   16 STREET,BROOKLYN,11 BROOKLYN,Precinct 62,43.0,3063140005.0,11/16/2016,Open,Site downloaded for cleaning,,983685.0,161587.0
4300,101-02 31 AVENUE,QUEENS,03 QUEENS,Precinct 115,21.0,4016870001.0,10/03/2016,Open,Site downloaded for cleaning,,1020822.0,216602.0
4301,190-06 WILLIAMSON AVENUE,QUEENS,12 QUEENS,Precinct 113,27.0,4127270074.0,03/29/2017,Open,Site to be cleaned.,,1052392.0,188293.0
4302,501 COSTER STREET,BRONX,02 BRONX,Precinct 41,17.0,,03/12/2017,Open,Property Research Required,,1015697.0,234575.0
4304,641E EAST GUN HILL ROAD,BRONX,12 BRONX,Precinct 47,12.0,,12/19/2016,Open,Property Research Required,,1020861.0,259075.0
4305,908 EAST  228 STREET,BRONX,12 BRONX,Precinct 47,12.0,,12/20/2016,Open,Property Research Required,,1024909.0,262796.0
4307,1059 BRUCKNER BOULEVARD,BRONX,02 BRONX,Precinct 41,17.0,,11/12/2016,Open,Property Research Required,,1015100.0,238679.0
4309,685A MANHATTAN AVENUE,BROOKLYN,01 BROOKLYN,Precinct 94,33.0,,06/20/2016,Open,Property Research Required,,997687.0,203429.0
4310,216-13 HORACE HARDING EXPRESSWAY,QUEENS,11 QUEENS,Precinct 111,23.0,4074670030.0,05/09/2016,Open,Property Research Required,,1050387.0,211835.0
4312,2381 FREDERICK DOUGLASS BOULEVARD,MANHATTAN,10 MANHATTAN,Precinct 32,9.0,1019540036.0,04/09/2017,Open,Site downloaded for cleaning,,998122.0,235094.0
4313,750 ALLERTON AVENUE,BRONX,11 BRONX,Precinct 49,15.0,2044350032.0,03/06/2017,Open,Site downloaded for cleaning,,1021518.0,254618.0
4314,391 9 AVENUE,MANHATTAN,04 MANHATTAN,Precinct 10,3.0,1007290060.0,02/17/2017,Open,Site downloaded for cleaning,,985034.0,213330.0
4315,2916 WHITE PLAINS ROAD,BRONX,11 BRONX,Precinct 49,15.0,2045460007.0,12/20/2016,Open,Site downloaded for cleaning,,1020965.0,255625.0
4316,259 BRUCKNER BOULEVARD,BRONX,01 BRONX,Precinct 40,8.0,2025690005.0,01/24/2017,Pending,Cleaning crew dispatched.  Property cleaned.,01/19/2017,1008654.0,232492.0
4317,168 DELANCEY STREET,MANHATTAN,03 MANHATTAN,Precinct 7,1.0,1003480075.0,02/06/2017,Closed,Cleaning crew dispatched.  Property cleaned.,03/30/2017,988252.0,200742.0
4318,1100 CONEY ISLAND AVENUE,BROOKLYN,14 BROOKLYN,Precinct 70,40.0,3064980030.0,11/23/2016,Closed,Cleaning crew dispatched. No graffiti on property.,03/09/2017,993576.0,169103.0
4319,35 MESEROLE AVENUE,BROOKLYN,01 BROOKLYN,Precinct 94,33.0,3025930001.0,05/08/2016,Closed,Cleaning crew dispatched.  Property cleaned.,07/12/2016,996459.0,203792.0
4320,2135 CATON AVENUE,BROOKLYN,14 BROOKLYN,Precinct 70,40.0,3050830012.0,01/02/2017,Closed,Cleaning crew dispatched.  Property cleaned.,05/01/2017,995620.0,177167.0
4321,914 PROSPECT AVENUE,BRONX,02 BRONX,Precinct 41,17.0,2026900024.0,03/06/2017,Closed,Cleaning crew dispatched.  Property cleaned.,04/18/2017,1011678.0,238544.0
4322,65 WEST   36 STREET,MANHATTAN,05 MANHATTAN,Precinct 14,4.0,1008380008.0,11/11/2016,Closed,Cleaning crew dispatched. No graffiti on property.,04/10/2017,988129.0,212789.0
4323,1346 ATLANTIC AVENUE,BROOKLYN,08 BROOKLYN,Precinct 77,36.0,3012010024.0,02/28/2017,Closed,Cleaning crew dispatched.  Property cleaned.,04/05/2017,998738.0,186427.0
4324,152 11 STREET,BROOKLYN,06 BROOKLYN,Precinct 78,39.0,3010200033.0,11/27/2016,Closed,Cleaning crew dispatched. No graffiti on property.,03/29/2017,986259.0,183595.0
4325,967 EAST  167 STREET,BRONX,03 BRONX,Precinct 42,17.0,2027450050.0,02/06/2017,Closed,Cleaning crew dispatched.  Owner refused.,03/07/2017,1014295.0,240521.0
4326,51 NEPTUNE AVENUE,BROOKLYN,15 BROOKLYN,Precinct 61,48.0,3087650095.0,09/20/2016,Closed,Cleaning crew dispatched.  Cannot locate property.,12/01/2016,996473.0,151593.0
4327,85-34 ROCKAWAY BOULEVARD,QUEENS,09 QUEENS,Precinct 102,32.0,4090570027.0,10/17/2016,Closed,Cleaning crew dispatched.  Owner refused.,11/30/2016,1024551.0,188224.0
4328,1358 UTICA AVENUE,BROOKLYN,17 BROOKLYN,Precinct 67,45.0,3047840011.0,09/07/2016,Closed,Cleaning crew dispatched.  Property cleaned.,11/29/2016,1003940.0,172160.0
4329,58-58 59 STREET,QUEENS,05 QUEENS,Precinct 104,30.0,4026810084.0,09/14/2016,Closed,Cleaning crew dispatched.  Cannot locate property.,11/28/2016,1009682.0,201422.0
4330,62-02 64 STREET,QUEENS,05 QUEENS,Precinct 104,30.0,4027690022.0,09/06/2016,Closed,Cleaning crew dispatched.  Property cleaned.,11/17/2016,1012545.0,199521.0
4331,6218 11 AVENUE,BROOKLYN,10 BROOKLYN,Precinct 68,38.0,3057300043.0,08/17/2016,Closed,Cleaning crew dispatched. No graffiti on property.,11/14/2016,983055.0,168880.0
4332,77-13 25 AVENUE,QUEENS,03 QUEENS,Precinct 115,22.0,4010410034.0,08/23/2016,Closed,Cleaning crew dispatched. No graffiti on property.,11/14/2016,1014401.0,217127.0
4333,1303 CLOVE ROAD,STATEN ISLAND,01 STATEN ISLAND,Precinct 120,49.0,5006050004.0,09/06/2016,Closed,Cleaning crew dispatched.  Property cleaned.,11/09/2016,955716.0,163526.0
4334,158-01 NORTHERN BOULEVARD,QUEENS,07 QUEENS,Precinct 109,19.0,4052740006.0,06/27/2016,Closed,Cleaning crew dispatched. No graffiti on property.,11/07/2016,1037660.0,217484.0
4335,166 AMSTERDAM AVENUE,MANHATTAN,07 MANHATTAN,Precinct 20,6.0,1011580012.0,06/21/2016,Closed,Cleaning crew dispatched. No graffiti on property.,11/03/2016,988737.0,221874.0
4336,8234 18 AVENUE,BROOKLYN,11 BROOKLYN,Precinct 62,43.0,3063140077.0,08/16/2016,Closed,Cleaning crew dispatched.  Property cleaned.,10/28/2016,984053.0,161090.0
4337,81 QUAY STREET,BROOKLYN,01 BROOKLYN,Precinct 94,33.0,3025890001.0,06/26/2016,Closed,Cleaning crew dispatched.  Owner refused.,09/29/2016,995884.0,203872.0
4338,326 EAST  110 STREET,MANHATTAN,11 MANHATTAN,Precinct 23,8.0,1016810037.0,06/02/2016,Closed,Cleaning crew dispatched. No graffiti on property.,09/21/2016,1000927.0,228137.0
4339,149 NORTH    8 STREET,BROOKLYN,01 BROOKLYN,Precinct 94,33.0,3023110031.0,05/22/2016,Closed,Cleaning crew dispatched.  Property cleaned.,09/15/2016,996008.0,201113.0
4340,656 NOSTRAND AVENUE,BROOKLYN,08 BROOKLYN,Precinct 77,36.0,3012190035.0,07/05/2016,Closed,Cleaning crew dispatched.  Property cleaned.,08/26/2016,998135.0,185534.0
4341,770 3 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38.0,3006530076.0,05/10/2016,Closed,Cleaning crew dispatched. No graffiti on property.,08/04/2016,984119.0,180192.0
4342,115 MESEROLE AVENUE,BROOKLYN,01 BROOKLYN,Precinct 94,33.0,3025970001.0,05/29/2016,Closed,Cleaning crew dispatched. No graffiti on property.,07/15/2016,997399.0,204200.0
4343,98-18 ROCKAWAY BOULEVARD,QUEENS,10 QUEENS,Precinct 106,32.0,4091720067.0,06/06/2016,Closed,Cleaning crew dispatched.  Property cleaned.,06/13/2016,1028441.0,187102.0
4344,425 SARATOGA AVENUE,BROOKLYN,16 BROOKLYN,Precinct 73,41.0,3014680005.0,10/16/2016,Closed,Cleaning crew dispatched.  Property cleaned.,11/16/2016,1007285.0,183851.0
4345,26 PATCHEN AVENUE,BROOKLYN,03 BROOKLYN,Precinct 81,36.0,3016170041.0,06/02/2016,Closed,Cleaning crew dispatched.  Property cleaned.,08/10/2016,1004264.0,191297.0
4346,401 EAST  145 STREET,BRONX,01 BRONX,Precinct 40,8.0,2022900001.0,01/05/2017,Closed,Cleaning crew dispatched.  Property cleaned.,05/01/2017,1006508.0,235665.0
4347,944 MCDONALD AVENUE,BROOKLYN,12 BROOKLYN,Precinct 66,44.0,3054070045.0,02/21/2017,Closed,Cleaning crew dispatched.  Property cleaned.,04/20/2017,990559.0,169258.0
4348,7520 20 AVENUE,BROOKLYN,11 BROOKLYN,Precinct 62,47.0,3062280044.0,03/03/2017,Closed,Cleaning crew dispatched.  Property cleaned.,04/19/2017,986483.0,161761.0
4349,2490 8 AVENUE,MANHATTAN,10 MANHATTAN,Precinct 32,9.0,1019390001.0,02/19/2017,Closed,Cleaning crew dispatched.  Property cleaned.,04/14/2017,998815.0,236331.0
4350,731 GRAND STREET,BROOKLYN,01 BROOKLYN,Precinct 90,34.0,3027830041.0,08/14/2016,Closed,Cleaning crew dispatched.  Property cleaned.,04/14/2017,999912.0,198569.0
4351,896 MELROSE AVENUE,BRONX,03 BRONX,Precinct 42,17.0,2023830003.0,02/23/2017,Closed,Cleaning crew dispatched.  Property cleaned.,04/13/2017,1008138.0,239658.0
4352,212 EAST  180 STREET,BRONX,05 BRONX,Precinct 46,15.0,2031560018.0,03/03/2017,Closed,Cleaning crew dispatched.  Property cleaned.,04/12/2017,1011343.0,250161.0
4353,1750 WALTON AVENUE,BRONX,05 BRONX,Precinct 46,14.0,2028260001.0,02/24/2017,Closed,Cleaning crew dispatched.  Property cleaned.,04/12/2017,1008991.0,247898.0
4354,510 MORGAN AVENUE,BROOKLYN,01 BROOKLYN,Precinct 94,34.0,3028350001.0,09/28/2016,Closed,Cleaning crew dispatched.  Property cleaned.,04/11/2017,1001307.0,202184.0
4355,168 FORSYTH STREET,MANHATTAN,03 MANHATTAN,Precinct 5,1.0,1004217502.0,11/23/2016,Closed,Cleaning crew dispatched.  Property cleaned.,04/05/2017,986629.0,202018.0
4356,132 NAGLE AVENUE,MANHATTAN,12 MANHATTAN,Precinct 34,10.0,1021740077.0,12/19/2016,Closed,Cleaning crew dispatched. No graffiti on property.,03/29/2017,1004672.0,253003.0
4357,7401 3 AVENUE,BROOKLYN,10 BROOKLYN,Precinct 68,43.0,3059290010.0,11/04/2016,Closed,Cleaning crew dispatched.  Property cleaned.,03/27/2017,976606.0,169550.0
4358,4206 8 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38.0,3009240038.0,11/28/2016,Closed,Cleaning crew dispatched. No graffiti on property.,03/08/2017,984480.0,174448.0
4359,208 UTICA AVENUE,BROOKLYN,08 BROOKLYN,Precinct 77,36.0,3013720051.0,01/24/2017,Closed,Cleaning crew dispatched.  Property cleaned.,02/27/2017,1003431.0,184026.0
4360,199-30 HOLLIS AVENUE,QUEENS,12 QUEENS,Precinct 113,27.0,4109390010.0,12/25/2016,Closed,Cleaning crew dispatched.  Property cleaned.,02/24/2017,1051297.0,196647.0
4361,165 VAN BUREN STREET,BROOKLYN,03 BROOKLYN,Precinct 81,36.0,3016090001.0,01/10/2017,Closed,Cleaning crew dispatched. No graffiti on property.,02/23/2017,1001140.0,190866.0
4362,40-11 28 AVENUE,QUEENS,01 QUEENS,Precinct 114,22.0,4006840004.0,09/23/2016,Closed,Cleaning crew dispatched.  Owner refused.,02/22/2017,1008207.0,218146.0
4363,1177 2 AVENUE,MANHATTAN,08 MANHATTAN,Precinct 19,4.0,1014170021.0,10/29/2016,Closed,Cleaning crew dispatched.  Owner refused.,01/30/2017,994523.0,217110.0
4364,327 LAFAYETTE STREET,MANHATTAN,02 MANHATTAN,Precinct 9,1.0,1005220038.0,09/15/2016,Closed,Cleaning crew dispatched. No graffiti on property.,12/14/2016,985665.0,203636.0
4365,8022 5 AVENUE,BROOKLYN,10 BROOKLYN,Precinct 68,43.0,3059890051.0,09/03/2016,Closed,Cleaning crew dispatched.  Property cleaned.,12/08/2016,977517.0,167185.0
4366,8503 BAY PARKWAY,BROOKLYN,11 BROOKLYN,Precinct 62,47.0,3063480006.0,08/18/2016,Closed,Cleaning crew dispatched.  Property cleaned.,12/08/2016,986113.0,158759.0
4367,370 NEPTUNE AVENUE,BROOKLYN,13 BROOKLYN,Precinct 60,48.0,3086610012.0,09/21/2016,Closed,Cleaning crew dispatched.  Property cleaned.,12/01/2016,993576.0,150799.0
4368,608 EAST  187 STREET,BRONX,06 BRONX,Precinct 48,15.0,2030730047.0,08/11/2016,Closed,Cleaning crew dispatched.  Property cleaned.,11/29/2016,1015440.0,250937.0
4369,217 IRVING AVENUE,BROOKLYN,04 BROOKLYN,Precinct 83,37.0,3032800001.0,10/06/2016,Closed,Cleaning crew dispatched.  Property cleaned.,11/08/2016,1007007.0,194698.0
4370,2345 CONEY ISLAND AVENUE,BROOKLYN,15 BROOKLYN,Precinct 61,48.0,3073150070.0,06/30/2016,Closed,Cleaning crew dispatched. No graffiti on property.,11/08/2016,995001.0,157768.0
4371,5912 NEW UTRECHT AVENUE,BROOKLYN,12 BROOKLYN,Precinct 66,44.0,3057120029.0,08/17/2016,Closed,Cleaning crew dispatched.  Owner refused.,11/07/2016,985250.0,168167.0
4372,2156 EAST    7 STREET,BROOKLYN,15 BROOKLYN,Precinct 61,47.0,3071330011.0,07/05/2016,Closed,Cleaning crew dispatched. No graffiti on property.,11/07/2016,994234.0,157012.0
4373,1575 YORK AVENUE,MANHATTAN,08 MANHATTAN,Precinct 19,5.0,1015630027.0,07/09/2016,Closed,Cleaning crew dispatched.  Property cleaned.,11/04/2016,998567.0,221388.0
4374,73 WEST  130 STREET,MANHATTAN,10 MANHATTAN,Precinct 32,9.0,1017280001.0,08/10/2016,Closed,Cleaning crew dispatched. No graffiti on property.,11/04/2016,1000297.0,234558.0
4375,28 CANAL STREET,MANHATTAN,03 MANHATTAN,Precinct 7,1.0,1002830074.0,05/24/2016,Closed,Cleaning crew dispatched.  Property cleaned.,11/02/2016,986893.0,199576.0
4376,114-62 MERRICK BOULEVARD,QUEENS,12 QUEENS,Precinct 113,27.0,4123340326.0,07/14/2016,Closed,Cleaning crew dispatched.  Property cleaned.,10/28/2016,1045695.0,190965.0
4377,6302 5 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38.0,3058090035.0,08/11/2016,Closed,Cleaning crew dispatched.  Property cleaned.,10/24/2016,979244.0,171606.0
4378,2334 HUGHES AVENUE,BRONX,06 BRONX,Precinct 48,15.0,2030740004.0,06/29/2016,Closed,Cleaning crew dispatched. No graffiti on property.,10/20/2016,1015253.0,250403.0
4379,717 FULTON STREET,BROOKLYN,02 BROOKLYN,Precinct 88,35.0,3020970077.0,08/11/2016,Closed,Cleaning crew dispatched.  Property cleaned.,10/18/2016,990686.0,189669.0
4380,286 BROADWAY,BROOKLYN,01 BROOKLYN,Precinct 90,33.0,3021410012.0,06/07/2016,Closed,Cleaning crew dispatched.  Property cleaned.,10/13/2016,995762.0,197449.0
4381,465 BUSHWICK AVENUE,BROOKLYN,04 BROOKLYN,Precinct 83,34.0,3031390002.0,06/21/2016,Closed,Cleaning crew dispatched.  Property cleaned.,10/11/2016,1001757.0,194914.0
4382,106-16 JAMAICA AVENUE,QUEENS,09 QUEENS,Precinct 102,32.0,4092890036.0,06/14/2016,Closed,Cleaning crew dispatched.  Property cleaned.,09/30/2016,1028350.0,192631.0
4383,680 BROADWAY,BROOKLYN,01 BROOKLYN,Precinct 90,33.0,3022730016.0,05/19/2016,Closed,Cleaning crew dispatched.  Property cleaned.,09/20/2016,999782.0,195017.0
4384,136 SOUTH    2 STREET,BROOKLYN,01 BROOKLYN,Precinct 90,34.0,3024170021.0,05/23/2016,Closed,Cleaning crew dispatched.  Property cleaned.,09/16/2016,994666.0,199185.0
4385,4623 8 AVENUE,BROOKLYN,12 BROOKLYN,Precinct 66,38.0,3007600001.0,07/07/2016,Closed,Cleaning crew dispatched.  Owner refused.,09/14/2016,983820.0,173605.0
4386,128 BEDFORD AVENUE,BROOKLYN,01 BROOKLYN,Precinct 94,33.0,3023040021.0,05/28/2016,Closed,Cleaning crew dispatched.  Property cleaned.,09/01/2016,996423.0,201366.0
4387,112B NASSAU AVENUE,BROOKLYN,01 BROOKLYN,Precinct 94,33.0,3026810008.0,05/30/2016,Closed,Cleaning crew dispatched.  Property cleaned.,08/23/2016,998306.0,203148.0
4388,7802 NEW UTRECHT AVENUE,BROOKLYN,11 BROOKLYN,Precinct 62,43.0,3062590034.0,06/25/2016,Closed,Cleaning crew dispatched.  Property cleaned.,08/04/2016,984063.0,162707.0
4389,4823 CHURCH AVENUE,BROOKLYN,17 BROOKLYN,Precinct 67,41.0,3046740035.0,06/02/2016,Closed,Cleaning crew dispatched.  Property cleaned.,07/29/2016,1003109.0,176704.0
4390,136 BEDFORD AVENUE,BROOKLYN,01 BROOKLYN,Precinct 94,33.0,3023040024.0,05/09/2016,Closed,Cleaning crew dispatched.  Property cleaned.,07/07/2016,996372.0,201304.0
4391,2125 CONEY ISLAND AVENUE,BROOKLYN,15 BROOKLYN,Precinct 61,48.0,3068170001.0,06/02/2016,Closed,Cleaning crew dispatched. No graffiti on property.,06/29/2016,994881.0,159790.0
4392,400 LINCOLN PLACE,BROOKLYN,08 BROOKLYN,Precinct 77,35.0,3011790103.0,12/22/2016,Closed,Cleaning crew dispatched. No graffiti on property.,03/30/2017,994432.0,184424.0
4393,1083 WALTON AVENUE,BRONX,04 BRONX,Precinct 44,16.0,2024780052.0,01/04/2017,Closed,Cleaning crew dispatched.  Property cleaned.,04/14/2017,1005993.0,242314.0
4394,241 NASSAU AVENUE,BROOKLYN,01 BROOKLYN,Precinct 94,33.0,3026570041.0,05/29/2016,Closed,Cleaning crew dispatched.  Property cleaned.,04/12/2017,1000215.0,203719.0
4395,2917 BRIGHTON    6 STREET,BROOKLYN,13 BROOKLYN,Precinct 60,48.0,3086660651.0,11/22/2016,Closed,Cleaning crew dispatched.  Property cleaned.,03/24/2017,994623.0,150899.0
4396,428 EVERGREEN AVENUE,BROOKLYN,04 BROOKLYN,Precinct 83,34.0,3033130014.0,12/19/2016,Closed,Cleaning crew dispatched. No graffiti on property.,03/01/2017,1006018.0,191740.0
4397,398 WILLOUGHBY AVENUE,BROOKLYN,03 BROOKLYN,Precinct 79,33.0,3017630032.0,11/19/2016,Closed,Cleaning crew dispatched. No graffiti on property.,02/28/2017,996849.0,191805.0
4398,4123 9 AVENUE,BROOKLYN,12 BROOKLYN,Precinct 66,38.0,3055900001.0,10/23/2016,Closed,Cleaning crew dispatched.  Property cleaned.,12/06/2016,985239.0,174139.0
4399,108-42 43 AVENUE,QUEENS,04 QUEENS,Precinct 110,21.0,4019990013.0,08/30/2016,Closed,Cleaning crew dispatched.  Property cleaned.,12/05/2016,1023808.0,212127.0
4400,2310 VALENTINE AVENUE,BRONX,05 BRONX,Precinct 46,15.0,2031460005.0,08/09/2016,Closed,Cleaning crew dispatched.  Property cleaned.,11/29/2016,1012478.0,251631.0
4401,997 DEKALB AVENUE,BROOKLYN,03 BROOKLYN,Precinct 81,36.0,3015980001.0,09/22/2016,Closed,Cleaning crew dispatched.  Property cleaned.,11/18/2016,1002141.0,191838.0
4402,1192 BUSHWICK AVENUE,BROOKLYN,04 BROOKLYN,Precinct 83,37.0,3033800039.0,10/14/2016,Closed,Cleaning crew dispatched. No graffiti on property.,11/09/2016,1007443.0,190119.0
4403,210 AVENUE B,MANHATTAN,03 MANHATTAN,Precinct 9,2.0,1004060032.0,08/14/2016,Closed,Cleaning crew dispatched.  Property cleaned.,11/03/2016,990157.0,204709.0
4404,24 RUTGERS STREET,MANHATTAN,03 MANHATTAN,Precinct 7,1.0,1002730025.0,08/01/2016,Closed,Cleaning crew dispatched.  Property cleaned.,11/02/2016,986999.0,199087.0
4405,229 HENRY STREET,MANHATTAN,03 MANHATTAN,Precinct 7,1.0,1002860011.0,05/24/2016,Closed,Cleaning crew dispatched.  Property cleaned.,11/02/2016,988117.0,199306.0
4406,874 EAST  156 STREET,BRONX,02 BRONX,Precinct 41,17.0,2026870042.0,05/09/2016,Closed,Cleaning crew dispatched. No graffiti on property.,10/13/2016,1011543.0,236977.0
4407,574 WEST  161 STREET,MANHATTAN,12 MANHATTAN,Precinct 33,7.0,1021190012.0,06/01/2016,Closed,Cleaning crew dispatched. No graffiti on property.,10/05/2016,1000278.0,243909.0
4408,856 HANCOCK STREET,BROOKLYN,03 BROOKLYN,Precinct 81,41.0,3014900033.0,06/21/2016,Closed,Cleaning crew dispatched.  Property cleaned.,10/04/2016,1006033.0,189145.0
4409,223 NORTH   11 STREET,BROOKLYN,01 BROOKLYN,Precinct 94,33.0,3022927501.0,05/23/2016,Closed,Cleaning crew dispatched.  Property cleaned.,09/02/2016,997268.0,201092.0
4410,267 MACON STREET,BROOKLYN,03 BROOKLYN,Precinct 79,36.0,3018470078.0,07/07/2016,Closed,Cleaning crew dispatched. No graffiti on property.,08/29/2016,1000796.0,187811.0
4411,4207 ONEIDA AVENUE,BRONX,12 BRONX,Precinct 47,11.0,2033650054.0,10/13/2016,Open,Site downloaded for cleaning,,1019510.0,265902.0
4412,672 ARGYLE ROAD,BROOKLYN,14 BROOKLYN,Precinct 70,45.0,3052330063.0,05/13/2016,Closed,Cleaning crew dispatched.  Property cleaned.,08/17/2016,994038.0,169830.0
4413,154 KNICKERBOCKER AVENUE,BROOKLYN,04 BROOKLYN,Precinct 83,34.0,3031580031.0,05/19/2016,Closed,Cleaning crew dispatched.  Property cleaned.,08/12/2016,1004199.0,195886.0
4414,1117 39 STREET,BROOKLYN,12 BROOKLYN,Precinct 66,39.0,3052900025.0,04/10/2017,Closed,10-99 - Other (Notes Required),04/10/2017,987036.0,173485.0
4415,22-44 29 STREET,QUEENS,01 QUEENS,Precinct 114,22.0,4008450050.0,02/28/2017,Closed,10-90Y - Unnecessary,02/28/2017,1008377.0,221958.0
4416,498 VAN BUREN STREET,BROOKLYN,03 BROOKLYN,Precinct 81,36.0,3016170030.0,06/04/2016,Closed,10-90Y - Unnecessary,06/04/2016,1003984.0,191292.0
4417,2241 HOLLAND AVENUE,BRONX,11 BRONX,Precinct 49,13.0,2043440038.0,12/18/2016,Closed,Cleaning crew dispatched.  Property cleaned.,03/08/2017,1021420.0,252127.0
4418,23 BLEEKER STREET,BROOKLYN,04 BROOKLYN,Precinct 83,34.0,3032950024.0,10/31/2016,Closed,Cleaning crew dispatched.  Property cleaned.,03/01/2017,1005576.0,191848.0
4419,89-31 161 STREET,QUEENS,12 QUEENS,Precinct 103,24.0,4097600027.0,07/14/2016,Closed,Cleaning crew dispatched.  Property cleaned.,11/08/2016,1039770.0,196567.0
4420,776 CONEY ISLAND AVENUE,BROOKLYN,12 BROOKLYN,Precinct 66,40.0,3053930015.0,06/02/2016,Closed,Cleaning crew dispatched.  Property cleaned.,08/26/2016,992971.0,171895.0
4421,566 LEONARD STREET,BROOKLYN,01 BROOKLYN,Precinct 94,33.0,3026480037.0,04/29/2017,Open,Notice of Intent to Clean and Forever graffiti free form sent,,998086.0,203183.0
4422,575 EAST  161 STREET,BRONX,03 BRONX,Precinct 42,17.0,2026200001.0,04/22/2017,Open,Notice of Intent to Clean and Forever graffiti free form sent,,1009484.0,238872.0
4423,502 7 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38.0,3008680037.0,04/26/2017,Open,Site downloaded for cleaning,,988074.0,180240.0
4424,43 LUDLOW STREET,MANHATTAN,03 MANHATTAN,Precinct 7,1.0,1003090026.0,03/13/2017,Open,Site downloaded for cleaning,,986935.0,200241.0
4425,51 MORGAN AVENUE,BROOKLYN,01 BROOKLYN,Precinct 90,34.0,3031020020.0,03/31/2017,Open,Site downloaded for cleaning,,1003192.0,196335.0
4426,8317 3 AVENUE,BROOKLYN,10 BROOKLYN,Precinct 68,43.0,3060170003.0,04/05/2017,Open,Site downloaded for cleaning,,975863.0,167167.0
4427,1443 YORK AVENUE,MANHATTAN,08 MANHATTAN,Precinct 19,5.0,1014710026.0,04/06/2017,Open,Site downloaded for cleaning,,997657.0,219745.0
4428,648 5 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38.0,3006340046.0,03/20/2017,Open,Site downloaded for cleaning,,986433.0,180680.0
4429,797 EAST  142 STREET,BRONX,01 BRONX,Precinct 40,8.0,2025750028.0,04/07/2017,Open,Site downloaded for cleaning,,1009604.0,233385.0
4430,200-01 32 AVENUE,QUEENS,11 QUEENS,Precinct 111,19.0,4060230032.0,04/07/2017,Open,Site downloaded for cleaning,,1042645.0,219789.0
4431,182 RALPH AVENUE,BROOKLYN,03 BROOKLYN,Precinct 81,41.0,3016730054.0,03/18/2017,Open,Site downloaded for cleaning,,1005642.0,188353.0
